City,Restaurant,Price,Avg ratings,Total ratings,Delivery time
Kolkata,What'S Your Flavour?,150,4.8,20,49
Surat,Punjabi Di Hatti,300,4.1,100,34
Bangalore,Vishnu Garden,251,4.4,1000,53
Ahmedabad,Keventers - Milkshakes And Desserts,300,4.4,100,35
Ahmedabad,Vipul Dudhiya Sweets,300,4.4,100,26
Mumbai,99 Pancakes,300,4.4,50,45
Chennai,Masaledaar Dhaba,600,4.3,500,85
Pune,Relax Corner Pure Veg,300,3.9,500,54
Mumbai,Blossom - The Fusion Spot (Odeon),750,3.6,20,52
Surat,The Veg Factory,250,2.9,80,58
Pune,Galaxy - Orbett Hotel,1000,2.9,80,37
Delhi,Southy,200,3.6,500,37
Hyderabad,Sai Darshini Tiffins,150,4.3,1000,59
Pune,Cafe Dreamland,400,3.8,50,48
Hyderabad,Eatz & Drinkzz,300,4.5,20,51
Pune,Arun Ice Creams,100,4.8,20,64
Surat,A One Cold Coco,150,4.1,100,35
Pune,The Mousse Coupe,250,2.9,80,54
Surat,Famous Fast Food,250,4.5,20,53
Surat,Mr Pizza G,200,3.5,20,61
Surat,Dr Pizza & Foods,250,2.9,80,59
Surat,Only Dhosa,300,4.4,20,58
Chennai,Rasoee,150,4,100,38
Pune,Lkd | La Kheer Deli,200,4.3,20,34
Pune,Joshi Wadewale,100,4.3,100,58
Chennai,Hotel Ganapathy Bhavan,300,4.4,100,62
Ahmedabad,Sasuma,100,4.2,100,47
Ahmedabad,Toritos Cafe Time,500,2.9,80,44
Mumbai,Ohhdaily- Healthy & Homely Tiffins,200,4.1,1000,41
Ahmedabad,Kovallam,150,4.2,100,27
Surat,Cornerstone Cafe,300,2.9,80,52
Surat,Feeling Hungry,300,3.5,100,47
Surat,Topaz Restaurant,300,4.4,100,39
Surat,Kshitij Restaurant,350,4.5,100,39
Surat,Silvernest Restaurant,400,4.3,50,38
Ahmedabad,Shakti - The Sandwich Shop,300,4.2,20,31
Ahmedabad,Comfy Restaurant,0,4,100,48
Ahmedabad,Shiv Shakti Kathiyawadi,300,4.3,100,44
Ahmedabad,Shakti - The Sandwich Shop: Naranpura,350,3.9,100,48
Surat,Maskaa Maarke,151,2.9,80,38
Hyderabad,Hotel Suprabhat,200,4.3,1000,51
Delhi,Yamu'S Panchayat,400,4.5,50,50
Pune,The Vegetable - Fc Road,350,2.9,80,49
Surat,Famous Frankie,200,4.1,500,45
Hyderabad,Sai Charan Dhaba,300,4.1,100,44
Kolkata,The Cake Xpress,200,4.3,100,41
Surat,Nareshbhai V Bhelwala,200,4.2,1000,37
Hyderabad,Masqati True Juice,200,4,100,49
Bangalore,Burma Burma,1300,4.5,100,61
Surat,Cream N Crust,150,4.4,20,38
Hyderabad,Agra Mithai Ghar And Restaurant,200,4.3,50,38
Hyderabad,Hotel Suprabhat Multi Cuisine Restaurant,400,4.1,500,62
Surat,Aa One Coco,120,2.9,80,61
Surat,A One Cold Drinks Center,100,3.9,20,39
Ahmedabad,M.M.Parotha House,200,3.7,50,27
Mumbai,Blossom (Vikrant Circle),800,4.2,100,45
Mumbai,Om Sai Ram Dolphin Frankee,350,4.6,100,41
Chennai,Spice Klub,1100,4.3,20,58
Surat,Sarvottam Restaurant,300,3.9,100,22
Surat,Petite Point,250,3.9,100,28
Bangalore,Chaat Paavlian,150,2.9,80,48
Surat,Shree Sai Restaurant Fancy Dhosa - Salabatpura,200,4.2,100,29
Surat,Supreme Restaurant & Fastfood,220,2.9,80,38
Kolkata,The Tunnel,500,4,100,50
Hyderabad,Shri Raghavendra Pure Veg,180,4,100,60
Delhi,Victory Pizza,400,2.9,80,50
Hyderabad,Hotel Shri Raghavendra Pure Veg,200,4.4,50,52
Mumbai,Family Tree,400,3.7,50,44
Surat,Richie Rich On Wheels,350,3.8,50,50
Surat,Richie Rich Juices & Shakes,250,3.7,50,48
Ahmedabad,Khana Khazana-Vastrapur,400,3.9,50,46
Hyderabad,Shah Icecream,300,4.3,20,28
Delhi,Dine House By Eleven Course,1650,2.9,80,53
Pune,Nine Square,300,2.9,80,63
Hyderabad,Dark Stone,300,3.5,50,63
Mumbai,Ghatkopar Jolly Gymkhana,600,4.2,100,48
Mumbai,The Belgian Waffle Co.,200,4.5,100,37
Chennai,Dosa Corner,150,4.1,50,85
Ahmedabad,Bismillah,400,4,50,44
Surat,Hotel Shiv Mahal,400,4.3,20,46
Mumbai,Mahalaxmi Juice Centre,300,2.9,80,53
Hyderabad,Hotel Anand Bhavan,150,3.9,500,61
Mumbai,R Steam Hot,500,4.2,100,51
Surat,Bombay Blue,800,2.9,80,70
Hyderabad,Nandu Fresh Fruit Juice Centre,250,3.8,1000,27
Kolkata,Waffle Square,200,2.9,80,75
Surat,G Dada 'M Hungry,250,4.3,20,34
Ahmedabad,Saurashtra Chawana & Sweets,200,4.3,500,39
Delhi,Lakhan Pan,100,4.6,50,47
Surat,G Dada,250,3.9,1000,48
Ahmedabad,Hungry Birds,400,3.5,50,45
Ahmedabad,Ashirwad Restaurant,250,4.1,500,44
Hyderabad,Mahalaxmi Tiffin Centre,200,4.2,100,42
Hyderabad,Balaji Dinesh Mithai Bhandar,200,4.1,100,46
Surat,Monpara Fastfood & Coldrinks,100,2.9,80,61
Delhi,Sharma Shud Vashno Dhaba,200,4.2,20,50
Ahmedabad,Lazeez,250,4.1,100,39
Surat,New Shree Sainath Food Parlour,200,3.5,500,37
Bangalore,By 2 Coffee,100,4.4,100,45
Surat,Dil Se Re,300,2.9,80,56
Surat,Maharaja,150,2.9,80,30
Surat,Laziz Pizza - Platinum Point,400,3.9,50,66
Surat,Sardarji Ka Dhaba,250,3.2,20,28
Bangalore,Nic Natural Ice Creams,120,4.6,100,40
Surat,Nareshbhai Bhelwala,200,4.3,100,37
Surat,Atul Bakery,250,3.7,20,28
Ahmedabad,Wah,500,4.2,20,32
Kolkata,Ghosh Food Corner,250,3.9,100,68
Hyderabad,Veggie Chinese,150,4,500,59
Bangalore,New Krishna Sagar,100,4.1,50,59
Kolkata,Shree Krishna Hot Chips,80,4.6,100,43
Surat,Pojo'S Kitchen,400,4.3,20,61
Surat,Kinaara - The Cafe,500,4.2,50,61
Surat,China Town -Chinese Food,200,4.2,100,35
Surat,Maa Paratha Center,250,4.4,100,45
Surat,Morari Restaurant,150,4.1,50,38
Surat,Hotel Maruti,200,4.2,1000,40
Surat,Radhe Restaurant,150,4.2,500,44
Surat,Creamy Heaven,150,4.2,100,29
Surat,Tulsi Restaurant,180,4,100,32
Pune,Shri Kailash Dairy,200,4.1,50,33
Mumbai,Brownie Bee The Cake Boutique,200,3.8,20,32
Mumbai,Gupta Bhelpuri Center,200,2.9,80,52
Surat,51 Rainbow Ice Cream,200,4.4,50,31
Ahmedabad,Santushti - Shakes & More,400,4.2,50,30
Surat,Bismillah,200,4.3,500,26
Surat,Bismillah Pav Bhaji & Fast Food,200,4,20,42
Pune,Skoop Ice Cream Parlour,200,2.9,80,45
Hyderabad,Shanbhag Hotel,300,3.9,100,54
Chennai,Jus Bites,250,2.9,80,40
Chennai,Rajasthan Chat House,250,2.9,80,54
Surat,Neo Politan Pizza - Vesu,300,3.7,20,55
Ahmedabad,Sanman Hotel,450,4.1,20,36
Mumbai,Shiv Sai Bhelpuri,300,2.9,80,49
Chennai,Firangi Falooda,200,2.9,80,65
Kolkata,Icy Fusion,300,4.3,20,59
Ahmedabad,Kamal'S Restaurant,350,3.6,20,84
Chennai,Kolkata Express,200,2.9,80,46
Ahmedabad,Swati Snacks,900,4.5,500,28
Hyderabad,Kamat Hotel,500,4.3,1000,37
Surat,99 Pancakes,500,4.5,100,45
Surat,Chalman Exotic Locho & Khaman,500,4.2,50,50
Chennai,Millet Maagic Meal,300,4.5,1000,63
Surat,Hotel Ashish,150,4,50,44
Surat,Juice Factory,200,4.5,50,48
Delhi,Choolah (Pure Veg),200,3.6,20,73
Surat,Shree Khodiyar Kathyawadi Dhaba,250,3.9,100,52
Bangalore,Sai Cafe Veg,250,4.3,100,54
Bangalore,Roti Ghar,400,4.1,1000,48
Ahmedabad,Shakti - The Sandwich Shop Ratanpole,300,3.8,100,53
Mumbai,Jay Ma Shitala Juice Center,100,2.9,80,49
Surat,Br Pizza,250,3.8,20,49
Surat,Shakti - The Sandwich Shop,300,3.5,100,40
Ahmedabad,Legends Of Punjab By Pepperazi,700,4.2,20,47
Surat,Ashish Restaurant-Katargam,500,4.5,100,49
Pune,Chilling Adda,300,2.9,80,35
Delhi,Dosa Corner,250,4.1,50,56
Surat,Shree Sai Snacks And Fast Food,200,4.4,500,49
Pune,Kalpana Bhel,100,4.1,20,46
Surat,Darshan Restaurant,500,3.9,20,48
Bangalore,Oye Kulcha!,200,2.9,80,37
Pune,Deepa'S Mess,200,4.4,100,73
Kolkata,Chennai Square,500,4.6,1000,59
Surat,Cake It Out,300,4.5,100,47
Ahmedabad,Gita Samosa Centre,250,4.3,100,34
Surat,Bs Mysore Dosa,200,3.8,50,44
Surat,B & G Food Campus,200,3.7,20,44
Chennai,Snofield,250,4.5,50,54
Pune,Ramsar Bakery,150,4.1,100,27
Pune,Ganesh Bhavan Sweets And Snacks,100,4.4,100,49
Pune,Hari Om Juice Bar,200,2.9,80,48
Mumbai,Food Wonder Snacks And Chaat,350,2.9,80,39
Mumbai,Jhama Sweets,150,4.4,100,37
Chennai,Vb Sweets And Snacks,200,2.9,80,64
Ahmedabad,Hari Om Chole Puri,300,4.2,100,31
Ahmedabad,Rudu Kathiawad,200,3.3,100,47
Surat,Chakabhai Bhelwala,100,4.1,50,52
Delhi,New Punjabi Dhaba,300,3.3,50,47
Ahmedabad,Roti Da Wraps,250,4.1,20,44
Mumbai,Sweet Bengal,150,4.7,50,30
Surat,Shubh Laxmi,400,4.1,100,55
Kolkata,New Kalpana Mistanna Bhander,200,4.7,1000,75
Kolkata,Maharani,400,4.6,1000,57
Pune,Shri Swami Samartha Pure Veg,450,3.7,1000,54
Hyderabad,Hotel Surabhi Udupi Veg,150,4.2,1000,58
Bangalore,Kapoor'S Cafe,500,4.1,500,51
Kolkata,Crazy 4 Cakes,200,3.9,20,44
Hyderabad,Scoops Tiffin,100,4.2,100,31
Hyderabad,Shree Ganesh Darshini,150,3.6,100,30
Pune,Green Signal.,500,4.4,20,44
Delhi,Apni Rasoi,300,4,100,35
Surat,P. Hotel Bhagat Tarachand,400,4.1,100,39
Surat,Mahalakshya Live Ice Cream & Thick Shakes,150,4.4,500,50
Delhi,Tite Da Dhaba,200,4.1,1000,64
Bangalore,Bhartiya Jalpan,270,4.3,500,40
Surat,The Galaxy Revolving Restaurant,800,4.3,50,58
Ahmedabad,Anand Bhajipav And Pulav,300,3.7,20,40
Surat,Jai Shankar Lassi,100,4.3,20,31
Delhi,Banke Bihari Restaurant,300,3.6,100,54
Surat,New Maharaja Restaurant,350,2.9,80,48
Surat,La Pizza Treno,600,2.9,80,58
Surat,Hotel Modern,300,4,100,39
Pune,Potoba,300,4.4,500,55
Surat,The Foodiez Point,200,3.9,20,46
Kolkata,New Shiv Namkeen And Sweets,150,4.4,50,64
Ahmedabad,Shriram Dabeli Vada Pav,200,4.4,20,37
Chennai,Siva'S Foodie Paradise,99,2.9,80,55
Mumbai,Chutney Plus,300,3.9,20,35
Mumbai,One More Bite,200,2.9,80,43
Surat,Tulsi Restaurant Amroli,500,4.3,100,54
Surat,Happyiezz,300,2.9,80,47
Ahmedabad,Mahalaxmi Pav Bhaji,200,4.3,500,28
Bangalore,Yum In My Tum,200,3.9,500,54
Surat,Sonal Bhel & Fast Food,100,3.9,100,51
Ahmedabad,Honest,350,4.3,100,32
Bangalore,Tea Villa Cafe,1000,4.2,50,50
Hyderabad,Hotel Akshaya,300,4.3,500,33
Bangalore,The Bangalore Cafe,400,4.1,100,40
Ahmedabad,Chhaswala,200,4.6,100,38
Pune,Aaoji Khhaoji,500,4,50,60
Ahmedabad,Jay Jalaram Parotha House,250,3.9,100,29
Ahmedabad,Jay Shree Jalaram Parotha House,200,2.8,20,45
Hyderabad,Nic Natural Ice Creams,120,4.5,1000,23
Surat,New Taj Mahal Restaurant,180,3.7,100,41
Mumbai,Jeevan Boarding House,150,4.5,100,42
Mumbai,Amul Ice Cream Parlour,200,4.5,50,40
Mumbai,Cakeology,300,4,100,31
Ahmedabad,Jay Shree Sanskar Ice Cream And Lassi Corner,200,4.4,50,47
Ahmedabad,Prem Mewada Ice Cream,250,4.2,100,36
Hyderabad,Seeta Fruit Juice Centre,200,3.4,100,37
Hyderabad,Jalebiwalas Mithai Bhandar,300,3.8,50,38
Hyderabad,Hotel Mansingh,250,4,20,38
Hyderabad,Sri Balaji Mithai Bhandar,300,4.3,100,32
Kolkata,Sharma Jalpan,100,4.1,100,55
Kolkata,Kouzina Marine,1000,4.1,100,60
Pune,Cafe U N Me,400,2.9,80,75
Chennai,Makers Of Milkshakes,300,3.8,50,59
Mumbai,Delight Punjabi Kulfi & Cold Drinks,300,4.3,100,47
Hyderabad,Gafoor Ice Cream,200,3.7,20,34
Chennai,Hotel Parijatha - G.A Road,300,4.4,500,55
Pune,The Habit,150,2.9,80,52
Chennai,Sarmani Veg Restaurant,300,4.4,100,47
Hyderabad,Us Live Pops,150,4.8,50,50
Hyderabad,Simrats Dhaba,300,4.1,100,31
Hyderabad,Balaji Vishnu Sweet House,150,2.9,80,29
Chennai,The Patiala House,600,4.3,1000,44
Ahmedabad,Tea Post,200,4.5,100,32
Surat,Helli & Chilli Chinese,250,3.9,20,61
Ahmedabad,Paldi Juice Corner,150,4.1,100,25
Ahmedabad,Cafe Hideout,300,2.9,80,50
Surat,Thali Junction,150,3.6,100,37
Kolkata,Rakshit Sweets,100,4.4,1000,59
Kolkata,Ice-O-Metry,250,3.7,20,68
Pune,Shri Chaturshringi Mata Snacks Center,200,4.2,500,40
Pune,Poona Food Truck,300,4.4,50,49
Surat,Best Western-Yuvraj,200,2.9,80,50
Chennai,Soupman Shop,150,4.1,100,59
Hyderabad,Makers Of Milkshakes,300,4.3,50,27
Ahmedabad,Laxmi Idli Vada Centre,200,3.4,20,46
Ahmedabad,Ashray,550,2.9,80,49
Surat,La Pino'Z Pizza,300,4.2,1000,32
Chennai,Karachi Bakery And Cafe,600,4.4,1000,48
Bangalore,Homese Just Veg,200,2.9,80,52
Hyderabad,Lassi Shop,100,3.1,50,31
Mumbai,Chelaram Farsan,100,4.4,100,48
Ahmedabad,Nini'S Kitchen,1000,4.4,100,39
Ahmedabad,Kutchi Karnavati,100,3.5,20,43
Bangalore,Vijayalakshmi Veg,100,4.3,100,56
Surat,Kutchi King,100,3.4,20,40
Kolkata,Banchharam'S,150,4.4,100,37
Surat,Ashish Ii Restaurant,400,4.5,20,33
Ahmedabad,Shri Chamunda Bhojnalaya & Kathiyawadi Dhaba & Punjabi,300,4,100,83
Surat,Hajoori'S Kulfi,150,2.9,80,51
Pune,Milan Pure Veg Restaurant,220,4.4,50,34
Hyderabad,Balaji Papalal Mithai Wala,200,4.2,50,53
Bangalore,M/S. Sukhsagar Hotel Gandhinagar,200,4.2,50,46
Delhi,Sgf - Spice Grill Flame (Paschim Vihar),250,3.7,100,54
Ahmedabad,Havmor - The Eatery.,400,4.1,20,54
Bangalore,Sendhoor Coffee,200,4.3,1000,46
Hyderabad,Sindh Sahib,200,4.5,100,78
Ahmedabad,Jalaram Parotta House,200,3.9,100,37
Ahmedabad,Surbhi Restaurant,350,4.3,50,44
Ahmedabad,Gajanand Pauva House,200,4.5,100,38
Surat,Thakkar'S- Hotel Jalaram Kathiyawadi,200,4.1,100,52
Ahmedabad,La Patron Cafe,600,3.8,100,35
Mumbai,Om Sai Juice And Fast Food,250,3.9,50,38
Ahmedabad,Punjabi Point,250,4.1,20,45
Delhi,Vinayak Restaurant,200,2.9,80,48
Mumbai,Munna Bhel Puri House,99,3.9,100,58
Pune,Srushti Garden (Pure Veg),300,3.8,50,64
Hyderabad,4In Natural Fruit Juice,250,4,50,69
Chennai,Mr. Papdi,400,4.2,50,69
Hyderabad,Sri Sai Raghavendra Udupi Veg,100,4.1,1000,45
Chennai,Feastinn,250,4.4,20,51
Bangalore,Malleshwaram Dose Corner,120,4.4,500,54
Chennai,Bhakshana By Paati Veedu,600,4.5,100,69
Surat,Madras Dosa Center,200,2.9,80,44
Chennai,Hot Chappathies,180,4.1,1000,77
Kolkata,Krazy For Chocolates-Kankurgachi,300,4.4,100,39
Mumbai,Nic Natural Ice Creams,120,4.6,100,37
Ahmedabad,Urban Foods,100,2.9,20,35
Delhi,Gurdass Man Dhaba,300,3.9,100,49
Surat,Radhakrishna Restaurant,200,4.2,50,29
Hyderabad,Jashan Juice And Pizza One,150,4.2,100,32
Kolkata,Chettys Corner,200,4.7,50,64
Delhi,The Waffle Co.,200,4.2,100,49
Surat,Hira Mistan & Restaurant,300,3.9,20,29
Delhi,Dev Kitchen,200,2.9,80,50
Ahmedabad,Shree Krishna Cold Drinks & Dairy Farm,100,4.1,20,31
Ahmedabad,Hari Om Centre,200,3.8,100,39
Chennai,Apsara Ice Creams,150,4.4,50,38
Ahmedabad,Delight,200,3.9,20,40
Surat,Cake Bonzerbites- Live Cake,300,4.2,100,45
Delhi,New Durga Corner,150,4.1,500,40
Pune,Ufo Fries And Corn,300,3.6,20,71
Chennai,Green Crush,85,4.6,50,59
Chennai,The Cheese Cafe,250,4.6,20,64
Surat,Natraj Ice Cream,300,2.9,80,46
Bangalore,Kota Kachori And Falahaar,15,4.1,1000,50
Ahmedabad,Apna Adda Barbeque  Rolls And Tikkas,300,4.2,100,40
Chennai,Shafi Sweets,400,4.3,50,51
Bangalore,Purani Dehli,300,3.7,50,63
Surat,Wooddy Jhone'S Pizza,300,3,20,50
Ahmedabad,Jay Bhavani Vadapav,150,3.8,100,36
Surat,Uncle Momos,150,3.4,100,38
Surat,Bonanza Natural Ice Cream,150,4.4,20,49
Chennai,Muthamizh A/C Restaurant,250,4.3,500,51
Surat,Gopal Chinese,200,3.9,100,55
Pune,Hotel Utsav Deluxe,1000,2.9,80,49
Ahmedabad,Shree Janta Ice Cream,200,2.9,80,46
Mumbai,Moussestruck,150,4.7,20,35
Chennai,Sree Vishnu Bhavan,200,4,500,63
Kolkata,Sharma Snacks,100,4.2,1000,66
Pune,Chill Out,300,4,20,67
Surat,Dadi Maa Nu Khichu,100,2.9,80,39
Kolkata,The Bang Onn Cafe,250,4,20,78
Mumbai,Sai Sandwich Centre,300,4.4,100,51
Surat,Kailash Fast Food,150,2.9,80,61
Pune,Kod - King Of Desserts And Waffles,200,2.9,80,37
Pune,Hotel Annapurna Tarangan,150,4.2,100,52
Chennai,Tosamania,250,2.9,80,75
Bangalore,Marwadi Chaat & Tiffin Services Shanti Nagar,300,3.9,100,37
Bangalore,Antarastriya,200,2.9,80,53
Chennai,Akshaya Veg Restaurant,150,3.9,100,45
Surat,Ifruit,200,2.9,80,67
Ahmedabad,Lakhiya Fast Food,200,2.9,80,72
Mumbai,Dessert Junction,200,3.7,20,54
Kolkata,Crazy 4 Cakes - Ganesh Talkies,200,4,50,38
Surat,Taiyar Pan Center,50,4.6,20,37
Pune,Shanti Swayampakghar,250,4.2,50,68
Pune,Shakezone,250,2.9,80,52
Ahmedabad,Taste Of Mumbai-Bombay Street Cafe,450,3.9,20,35
Pune,Anna Idli,300,4,100,37
Pune,Sonu Shakewala,300,2.9,80,60
Pune,Uncle Da Dhaba,500,2.9,80,64
Pune,Granny Ammaas Cake,300,4.1,20,34
Surat,Bismillah B Blast,200,4,100,52
Hyderabad,Sri Balaji Prithviraj Family Dhaba,400,3.9,1000,29
Hyderabad,Lassi Shop-Is Sadan Cross Road,100,4.1,20,41
Hyderabad,Sind Bakery,250,2.9,80,62
Pune,Cafe Rudra,200,2.9,80,47
Surat,Madhav Restaurant,200,3.3,20,41
Chennai,Mm Cafe Point,100,2.9,80,80
Kolkata,Punjabi Paratha,150,4.4,100,60
Kolkata,Krazzy For Ice Cream Sundae,350,3.6,20,63
Ahmedabad,Pragati The Restaurant And Banquet,500,2.9,80,55
Hyderabad,Sri Udupi Grand,300,4.2,100,50
Bangalore,Sattvam,1200,4.2,100,52
Ahmedabad,Manek Chowk Ganthiya Corner,200,2.9,80,44
Ahmedabad,Jalaram Parotha House,450,3.9,20,28
Surat,Shree Sainath Fast Food- Ashok Bhai,200,4.3,100,38
Surat,Cake Bakebon- Live Cake,400,4.4,50,49
Surat,Amritsari Zaika,250,3.9,50,47
Surat,Daddy'S Cake,450,4.4,100,52
Bangalore,Patio 805,300,3.5,20,53
Hyderabad,Jain Kitchen Pure Veg Restaurant,200,4.1,100,38
Chennai,Shree Maa Inti Devi Chat,200,3.6,20,40
Delhi,Haldiram'S (Tilak Nagar),450,4.4,1000,76
Delhi,Samose Wale,150,4.1,20,70
Chennai,Jugalbhandhi,1200,2.9,80,58
Surat,Om Sai Fast Food,250,3.8,20,39
Delhi,Aggarwal Standard Sweets,250,3.8,100,72
Chennai,The Sandwich Shop,200,4.1,20,75
Surat,Laddu Gopal Sweets & Fast Food,200,3.8,500,40
Ahmedabad,Bombay Gulalwadi Bhajipav-Manek Chowk,200,2.9,80,44
Surat,Hotel Shiv Shakti,150,3.6,100,49
Hyderabad,Eat Italy,400,4.2,100,35
Kolkata,The London Shakes And Cafe,300,4.1,50,40
Chennai,Frozen Bottle,250,4.2,100,69
Bangalore,Bhartiya Jalpan - Sweets Dry Fruit And Savouries,300,3.8,20,36
Bangalore,Karnataka Bhel House,100,4.4,500,37
Hyderabad,Sri Siddhi Vinayaka Tiffins And Meals,100,4.3,1000,46
Ahmedabad,Shree Ambika Ma,200,3,20,77
Pune,Yenna Dosa,300,4.5,500,55
Ahmedabad,Ashapura Fast Food,200,2.9,80,36
Chennai,Sri Balaji Chapatti Stall,300,4.3,100,58
Ahmedabad,Mahalaxmi Bhaji Pav Center (Main Bazar) -Manek Chowk,200,4.5,50,39
Surat,Navjeevan Hotel,200,3.4,500,44
Surat,Gayatri Bakery & Cake Shop,300,4.1,20,51
Surat,Baskin Robbins,200,2.9,80,39
Hyderabad,Temptations,200,4.4,100,31
Ahmedabad,Dangee Dums,400,2.9,80,44
Mumbai,Shree Krishna Chhaya,400,4.3,100,54
Ahmedabad,Happy Sugar,350,2.8,20,46
Hyderabad,Golconda Sugar Cane Juice,110,3.9,50,77
Ahmedabad,Ahmedabad Fast Food,200,2.9,80,44
Pune,Sam'S Cafe & Cake Shop,250,2.9,80,68
Hyderabad,Cream Stone,250,4.4,1000,31
Ahmedabad,Hotel Chatako,250,3,20,51
Chennai,Chatpata Chat House,150,4.1,50,44
Bangalore,Happy Platter,300,4,100,56
Hyderabad,Bhoomi Foods,65,4.4,50,62
Hyderabad,Om Best Paratha,200,4,1000,37
Surat,Jalaram Restaurant -Udhna,350,3.9,100,26
Ahmedabad,Maharaj Samosa Center,150,3.9,100,40
Bangalore,Udta Punjab Cafe,150,2.9,80,48
Surat,S Kumar Sandwich Amroli,150,4.5,50,58
Ahmedabad,Meal Box Ambawadi,200,3,20,38
Ahmedabad,Apunka Adda,200,4.2,20,52
Ahmedabad,Mealbox Ambawadi,200,2.8,20,39
Hyderabad,Hitex Santosh Family Dhaba,300,3.7,500,68
Ahmedabad,Umiya Annapurna Kathiyawadi,250,3.9,50,51
Bangalore,Shree Veerabhadreshwara Rotti Holige Mane,200,4.1,100,56
Chennai,Lassi Shop,99,4.2,500,67
Ahmedabad,Matel Restaurant,300,4.1,50,50
Bangalore,Sreeraj Lassi Bar,250,4.2,20,35
Delhi,Shri Balaji Rasoi,250,3.9,50,37
Bangalore,99 Variety And Dosa & Pav Bhaji,200,4,500,59
Hyderabad,Sri Shivshakti Jodhpur Sweets,150,3.5,20,40
Surat,Avadh Restaurant,500,4.4,50,47
Surat,Albela Cold Drink & Juice Center,200,4.4,20,34
Hyderabad,Sri Durga Udupi Tiffins & Meals,150,4,100,59
Chennai,Lassi Cream-Citi Centre,150,4,20,63
Surat,The Green Kitchen,500,4.2,20,63
Hyderabad,Varalakshmi Tiffins,300,4.3,1000,50
Bangalore,Sattuani,200,2.9,80,36
Mumbai,The Mother'S Touch Rajasthani,200,3.5,20,62
Hyderabad,New York Waffles & Dinges,300,3.3,20,36
Hyderabad,Balaji Sitaram Mithai Bhandar,150,4.1,20,37
Surat,Megh Malhar Dhosa,300,2.9,80,46
Surat,Mahesh Dosa Center,200,4.2,20,38
Kolkata,Tanngo Chutney,300,4.1,100,69
Ahmedabad,Kutchi King,200,4.1,100,29
Delhi,S.P.W Pizza,200,2.9,80,36
Surat,Madhav Chinese,200,2.9,80,61
Bangalore,Asha Sweets Center,1000,4.3,100,47
Hyderabad,Masqati Ice Cream,300,4.3,100,31
Ahmedabad,New Karnavati Dabeli And Vadapav,150,4.1,20,44
Delhi,Sunny Fruit Juice And Shakes,300,2.9,80,50
Delhi,Pandit Ji Ka Dhaba,200,3.2,20,38
Ahmedabad,Santosh Fast Food,200,2.9,80,49
Surat,Rajbhog Ice Cream & Kulfi,200,2.9,80,44
Mumbai,Just Rice,200,2.9,80,68
Delhi,Urban Bawarchi,300,2.9,80,39
Surat,Chandan Bhojnalay,150,4.2,100,35
Pune,Pizza Express,250,2.9,80,50
Pune,Crazy Cheesy,400,4.3,20,37
Pune,Nutrimonk.Life,200,3.9,20,80
Pune,The Cake & Cream Factory,200,4.2,20,38
Surat,Amardeep Icecream & Juices,200,4.7,20,56
Mumbai,Havmour Ice Cream,150,2.9,80,48
Pune,Sardarji'S Paratha & Chaap House,250,4.1,100,72
Kolkata,New Bharat Sweets,100,4,100,78
Kolkata,Khatirdari,300,3.7,20,82
Surat,Mahadev Dalbati,200,4.3,100,34
Ahmedabad,Kanpur Mithai House,250,4.2,50,43
Surat,Urban Punjab,350,4.1,100,50
Ahmedabad,Punjab Paratha Point,150,4.1,20,39
Pune,Cream Stone,200,4.1,50,65
Surat,Laxmi Chinese,300,2.9,80,61
Surat,Desi Videsi - The Road Side Lounge,200,3.4,50,59
Hyderabad,Lassi Hub,150,4.1,20,26
Kolkata,Jashoda Mistanna Bhandar,100,4.4,100,39
Delhi,Abbys -The Food Hub,300,2.9,80,49
Hyderabad,Karthikeya Tiffins Pure Veg,150,4.1,500,62
Hyderabad,Jai Bhavani Tiffins,150,3.8,20,32
Ahmedabad,Cake Bonzerbite,400,4.4,100,40
Mumbai,Srirang Foods,300,4.7,20,52
Surat,Go China,300,4.1,100,38
Chennai,Kala Home Made Foods,250,4,20,75
Chennai,Udipi Hotel Maha Ganapathy,250,4.4,100,75
Delhi,Standard Rabri Faluda And Shakes,150,4.3,100,30
Delhi,Pawan Vaishno Dhaba,150,3.7,100,27
Mumbai,Giani'S,200,4.5,100,31
Hyderabad,Magic On Tongue,200,4.2,100,81
Chennai,Muhil Soup,200,4.3,100,64
Mumbai,Then & Now,400,4.2,20,51
Delhi,The Cake Mistri,450,2.9,80,57
Ahmedabad,Anand Bhajipav & Pulav (Ankurwala),200,4,1000,37
Surat,Go Italy,250,2.9,80,45
Surat,Trishiv Chinese Corner,200,4.1,500,44
Mumbai,Khichdi The Global Food,400,2.9,80,42
Delhi,Shravana Cafe,300,3.6,50,68
Kolkata,Urban Masala,500,4.3,1000,68
Ahmedabad,P.Bhagat Tarachand,400,2.9,80,46
Ahmedabad,Mleko,200,3.5,20,45
Mumbai,Smoodies,140,4.2,50,52
Mumbai,Sweet Secret,500,2.9,80,54
Ahmedabad,Shree Ram Khana Khajana,250,4.1,20,74
Ahmedabad,Manek Sandwich & Pizza,300,4.3,20,44
Hyderabad,Bakingo,300,4.2,500,57
Pune,Banglore Iyanger Bakery,200,2.9,80,49
Mumbai,Dairy Don,200,4.8,20,43
Surat,Lucky Pav Bhaji,200,2.9,80,47
Bangalore,Habibi Falafel,300,4.3,1000,57
